# Rating [kW],Rotor Diam [m],Blade Mass Exp,Shear Exp,Wind Vel [m/s],TCC [USD/kW],AEP [kWh/yr]
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,1.000000000000000056e-01,9.000000000000000000e+00,1.760876707086651550e+03,1.216815707814785652e+07
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,1.000000000000000056e-01,1.000000000000000000e+01,1.760876707086651550e+03,1.261099924056789652e+07
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,1.000000000000000056e-01,1.100000000000000000e+01,1.760876707086651550e+03,1.281168708948949724e+07
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,2.000000000000000111e-01,5.000000000000000000e+00,1.760876707086651550e+03,7.981426114648504183e+06
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,2.000000000000000111e-01,6.000000000000000000e+00,1.760876707086651550e+03,9.771816996697269380e+06
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,2.000000000000000111e-01,7.000000000000000000e+00,1.760876707086651550e+03,1.105929107773648389e+07
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,2.000000000000000111e-01,8.000000000000000000e+00,1.760876707086651550e+03,1.195485477062721364e+07
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,2.000000000000000111e-01,9.000000000000000000e+00,1.760876707086651550e+03,1.251971521348892525e+07
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,2.000000000000000111e-01,1.000000000000000000e+01,1.760876707086651550e+03,1.279208422287185490e+07
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,2.000000000000000111e-01,1.100000000000000000e+01,1.760876707086651550e+03,1.281235058811553381e+07
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,3.000000000000000444e-01,5.000000000000000000e+00,1.760876707086651550e+03,8.785514519007466733e+06
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,3.000000000000000444e-01,6.000000000000000000e+00,1.760876707086651550e+03,1.046024333700273000e+07
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,3.000000000000000444e-01,7.000000000000000000e+00,1.760876707086651550e+03,1.161663842798850499e+07
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,3.000000000000000444e-01,8.000000000000000000e+00,1.760876707086651550e+03,1.236038129412330501e+07
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,3.000000000000000444e-01,9.000000000000000000e+00,1.760876707086651550e+03,1.274696028059512004e+07
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,3.000000000000000444e-01,1.000000000000000000e+01,1.760876707086651550e+03,1.282521084819745645e+07
2.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,3.000000000000000444e-01,1.100000000000000000e+01,1.760876707086651550e+03,1.265405212486819923e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,1.000000000000000056e-01,5.000000000000000000e+00,9.491938364719899255e+02,8.817366447299765423e+06
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,1.000000000000000056e-01,6.000000000000000000e+00,9.491938364719899255e+02,1.172203905270570330e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,1.000000000000000056e-01,7.000000000000000000e+00,9.491938364719899255e+02,1.401525972370286472e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,1.000000000000000056e-01,8.000000000000000000e+00,9.491938364719899255e+02,1.575872933407209255e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,1.000000000000000056e-01,9.000000000000000000e+00,9.491938364719899255e+02,1.702230153175322339e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,1.000000000000000056e-01,1.000000000000000000e+01,9.491938364719899255e+02,1.785349616043284535e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,1.000000000000000056e-01,1.100000000000000000e+01,9.491938364719899255e+02,1.829565065101845190e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,2.000000000000000111e-01,5.000000000000000000e+00,9.491938364719899255e+02,1.008273086842750013e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,2.000000000000000111e-01,6.000000000000000000e+00,9.491938364719899255e+02,1.292466855374965817e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,2.000000000000000111e-01,7.000000000000000000e+00,9.491938364719899255e+02,1.507859280979975685e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,2.000000000000000111e-01,8.000000000000000000e+00,9.491938364719899255e+02,1.663887251396306232e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,2.000000000000000111e-01,9.000000000000000000e+00,9.491938364719899255e+02,1.767546042772984877e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,2.000000000000000111e-01,1.000000000000000000e+01,9.491938364719899255e+02,1.824268496918379888e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,2.000000000000000111e-01,1.100000000000000000e+01,9.491938364719899255e+02,1.840425500282429904e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,3.000000000000000444e-01,5.000000000000000000e+00,9.491938364719899255e+02,1.133662404190712422e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,3.000000000000000444e-01,6.000000000000000000e+00,9.491938364719899255e+02,1.406486735362611897e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,3.000000000000000444e-01,7.000000000000000000e+00,9.491938364719899255e+02,1.604195643109684438e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,3.000000000000000444e-01,8.000000000000000000e+00,9.491938364719899255e+02,1.737490388074747473e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,3.000000000000000444e-01,9.000000000000000000e+00,9.491938364719899255e+02,1.813630998134268820e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,3.000000000000000444e-01,1.000000000000000000e+01,9.491938364719899255e+02,1.840180990999625623e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,3.000000000000000444e-01,1.100000000000000000e+01,9.491938364719899255e+02,1.826532406285833195e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,1.000000000000000056e-01,5.000000000000000000e+00,1.016294889350715835e+03,8.817366447299765423e+06
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,1.000000000000000056e-01,6.000000000000000000e+00,1.016294889350715835e+03,1.172203905270570330e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,1.000000000000000056e-01,7.000000000000000000e+00,1.016294889350715835e+03,1.401525972370286472e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,1.000000000000000056e-01,8.000000000000000000e+00,1.016294889350715835e+03,1.575872933407209255e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,1.000000000000000056e-01,9.000000000000000000e+00,1.016294889350715835e+03,1.702230153175322339e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,1.000000000000000056e-01,1.000000000000000000e+01,1.016294889350715835e+03,1.785349616043284535e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,1.000000000000000056e-01,1.100000000000000000e+01,1.016294889350715835e+03,1.829565065101845190e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,2.000000000000000111e-01,5.000000000000000000e+00,1.016294889350715835e+03,1.008273086842750013e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,2.000000000000000111e-01,6.000000000000000000e+00,1.016294889350715835e+03,1.292466855374965817e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,2.000000000000000111e-01,7.000000000000000000e+00,1.016294889350715835e+03,1.507859280979975685e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,2.000000000000000111e-01,8.000000000000000000e+00,1.016294889350715835e+03,1.663887251396306232e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,2.000000000000000111e-01,9.000000000000000000e+00,1.016294889350715835e+03,1.767546042772984877e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,2.000000000000000111e-01,1.000000000000000000e+01,1.016294889350715835e+03,1.824268496918379888e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,2.000000000000000111e-01,1.100000000000000000e+01,1.016294889350715835e+03,1.840425500282429904e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,3.000000000000000444e-01,5.000000000000000000e+00,1.016294889350715835e+03,1.133662404190712422e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,3.000000000000000444e-01,6.000000000000000000e+00,1.016294889350715835e+03,1.406486735362611897e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,3.000000000000000444e-01,7.000000000000000000e+00,1.016294889350715835e+03,1.604195643109684438e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,3.000000000000000444e-01,8.000000000000000000e+00,1.016294889350715835e+03,1.737490388074747473e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,3.000000000000000444e-01,9.000000000000000000e+00,1.016294889350715835e+03,1.813630998134268820e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,3.000000000000000444e-01,1.000000000000000000e+01,1.016294889350715835e+03,1.840180990999625623e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,3.000000000000000444e-01,1.100000000000000000e+01,1.016294889350715835e+03,1.826532406285833195e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,1.000000000000000056e-01,5.000000000000000000e+00,1.118365781574552784e+03,8.817366447299765423e+06
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,1.000000000000000056e-01,6.000000000000000000e+00,1.118365781574552784e+03,1.172203905270570330e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,1.000000000000000056e-01,7.000000000000000000e+00,1.118365781574552784e+03,1.401525972370286472e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,1.000000000000000056e-01,8.000000000000000000e+00,1.118365781574552784e+03,1.575872933407209255e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,1.000000000000000056e-01,9.000000000000000000e+00,1.118365781574552784e+03,1.702230153175322339e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,1.000000000000000056e-01,1.000000000000000000e+01,1.118365781574552784e+03,1.785349616043284535e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,1.000000000000000056e-01,1.100000000000000000e+01,1.118365781574552784e+03,1.829565065101845190e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,2.000000000000000111e-01,5.000000000000000000e+00,1.118365781574552784e+03,1.008273086842750013e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,2.000000000000000111e-01,6.000000000000000000e+00,1.118365781574552784e+03,1.292466855374965817e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,2.000000000000000111e-01,7.000000000000000000e+00,1.118365781574552784e+03,1.507859280979975685e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,2.000000000000000111e-01,8.000000000000000000e+00,1.118365781574552784e+03,1.663887251396306232e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,2.000000000000000111e-01,9.000000000000000000e+00,1.118365781574552784e+03,1.767546042772984877e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,2.000000000000000111e-01,1.000000000000000000e+01,1.118365781574552784e+03,1.824268496918379888e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,2.000000000000000111e-01,1.100000000000000000e+01,1.118365781574552784e+03,1.840425500282429904e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,3.000000000000000444e-01,5.000000000000000000e+00,1.118365781574552784e+03,1.133662404190712422e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,3.000000000000000444e-01,6.000000000000000000e+00,1.118365781574552784e+03,1.406486735362611897e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,3.000000000000000444e-01,7.000000000000000000e+00,1.118365781574552784e+03,1.604195643109684438e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,3.000000000000000444e-01,8.000000000000000000e+00,1.118365781574552784e+03,1.737490388074747473e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,3.000000000000000444e-01,9.000000000000000000e+00,1.118365781574552784e+03,1.813630998134268820e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,3.000000000000000444e-01,1.000000000000000000e+01,1.118365781574552784e+03,1.840180990999625623e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,3.000000000000000444e-01,1.100000000000000000e+01,1.118365781574552784e+03,1.826532406285833195e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,1.000000000000000056e-01,5.000000000000000000e+00,1.274000982805540616e+03,8.817366447299765423e+06
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,1.000000000000000056e-01,6.000000000000000000e+00,1.274000982805540616e+03,1.172203905270570330e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,1.000000000000000056e-01,7.000000000000000000e+00,1.274000982805540616e+03,1.401525972370286472e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,1.000000000000000056e-01,8.000000000000000000e+00,1.274000982805540616e+03,1.575872933407209255e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,1.000000000000000056e-01,9.000000000000000000e+00,1.274000982805540616e+03,1.702230153175322339e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,1.000000000000000056e-01,1.000000000000000000e+01,1.274000982805540616e+03,1.785349616043284535e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,1.000000000000000056e-01,1.100000000000000000e+01,1.274000982805540616e+03,1.829565065101845190e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,2.000000000000000111e-01,5.000000000000000000e+00,1.274000982805540616e+03,1.008273086842750013e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,2.000000000000000111e-01,6.000000000000000000e+00,1.274000982805540616e+03,1.292466855374965817e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,2.000000000000000111e-01,7.000000000000000000e+00,1.274000982805540616e+03,1.507859280979975685e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,2.000000000000000111e-01,8.000000000000000000e+00,1.274000982805540616e+03,1.663887251396306232e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,2.000000000000000111e-01,9.000000000000000000e+00,1.274000982805540616e+03,1.767546042772984877e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,2.000000000000000111e-01,1.000000000000000000e+01,1.274000982805540616e+03,1.824268496918379888e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,2.000000000000000111e-01,1.100000000000000000e+01,1.274000982805540616e+03,1.840425500282429904e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,3.000000000000000444e-01,5.000000000000000000e+00,1.274000982805540616e+03,1.133662404190712422e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,3.000000000000000444e-01,6.000000000000000000e+00,1.274000982805540616e+03,1.406486735362611897e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,3.000000000000000444e-01,7.000000000000000000e+00,1.274000982805540616e+03,1.604195643109684438e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,3.000000000000000444e-01,8.000000000000000000e+00,1.274000982805540616e+03,1.737490388074747473e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,3.000000000000000444e-01,9.000000000000000000e+00,1.274000982805540616e+03,1.813630998134268820e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,3.000000000000000444e-01,1.000000000000000000e+01,1.274000982805540616e+03,1.840180990999625623e+07
3.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,3.000000000000000444e-01,1.100000000000000000e+01,1.274000982805540616e+03,1.826532406285833195e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,1.000000000000000056e-01,5.000000000000000000e+00,7.777002031766552363e+02,9.928163736498041078e+06
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,1.000000000000000056e-01,6.000000000000000000e+00,7.777002031766552363e+02,1.375894161137179844e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,1.000000000000000056e-01,7.000000000000000000e+00,7.777002031766552363e+02,1.693861332954854518e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,1.000000000000000056e-01,8.000000000000000000e+00,7.777002031766552363e+02,1.944207306485735625e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,1.000000000000000056e-01,9.000000000000000000e+00,7.777002031766552363e+02,2.131149552370282263e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,1.000000000000000056e-01,1.000000000000000000e+01,7.777002031766552363e+02,2.258994502267803997e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,1.000000000000000056e-01,1.100000000000000000e+01,7.777002031766552363e+02,2.332904573432116583e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,2.000000000000000111e-01,5.000000000000000000e+00,7.777002031766552363e+02,1.156828216400651261e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,2.000000000000000111e-01,6.000000000000000000e+00,7.777002031766552363e+02,1.541032611987950653e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,2.000000000000000111e-01,7.000000000000000000e+00,7.777002031766552363e+02,1.845636968667626753e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,2.000000000000000111e-01,8.000000000000000000e+00,7.777002031766552363e+02,2.073780825324119255e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,2.000000000000000111e-01,9.000000000000000000e+00,7.777002031766552363e+02,2.230992251168169081e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,2.000000000000000111e-01,1.000000000000000000e+01,7.777002031766552363e+02,2.323313245129909366e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,2.000000000000000111e-01,1.100000000000000000e+01,7.777002031766552363e+02,2.359087036281579360e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,3.000000000000000444e-01,5.000000000000000000e+00,7.777002031766552363e+02,1.323748878747412562e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,3.000000000000000444e-01,6.000000000000000000e+00,7.777002031766552363e+02,1.700881217093990743e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,3.000000000000000444e-01,7.000000000000000000e+00,7.777002031766552363e+02,1.985631292181739584e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,3.000000000000000444e-01,8.000000000000000000e+00,7.777002031766552363e+02,2.184619522652667016e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,3.000000000000000444e-01,9.000000000000000000e+00,7.777002031766552363e+02,2.305003955897752196e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,3.000000000000000444e-01,1.000000000000000000e+01,7.777002031766552363e+02,2.356378227684945613e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.100000000000000089e+00,3.000000000000000444e-01,1.100000000000000000e+01,7.777002031766552363e+02,2.351477316833353415e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,1.000000000000000056e-01,5.000000000000000000e+00,8.293767496178536476e+02,9.928163736498041078e+06
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,1.000000000000000056e-01,6.000000000000000000e+00,8.293767496178536476e+02,1.375894161137179844e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,1.000000000000000056e-01,7.000000000000000000e+00,8.293767496178536476e+02,1.693861332954854518e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,1.000000000000000056e-01,8.000000000000000000e+00,8.293767496178536476e+02,1.944207306485735625e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,1.000000000000000056e-01,9.000000000000000000e+00,8.293767496178536476e+02,2.131149552370282263e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,1.000000000000000056e-01,1.000000000000000000e+01,8.293767496178536476e+02,2.258994502267803997e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,1.000000000000000056e-01,1.100000000000000000e+01,8.293767496178536476e+02,2.332904573432116583e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,2.000000000000000111e-01,5.000000000000000000e+00,8.293767496178536476e+02,1.156828216400651261e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,2.000000000000000111e-01,6.000000000000000000e+00,8.293767496178536476e+02,1.541032611987950653e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,2.000000000000000111e-01,7.000000000000000000e+00,8.293767496178536476e+02,1.845636968667626753e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,2.000000000000000111e-01,8.000000000000000000e+00,8.293767496178536476e+02,2.073780825324119255e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,2.000000000000000111e-01,9.000000000000000000e+00,8.293767496178536476e+02,2.230992251168169081e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,2.000000000000000111e-01,1.000000000000000000e+01,8.293767496178536476e+02,2.323313245129909366e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,2.000000000000000111e-01,1.100000000000000000e+01,8.293767496178536476e+02,2.359087036281579360e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,3.000000000000000444e-01,5.000000000000000000e+00,8.293767496178536476e+02,1.323748878747412562e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,3.000000000000000444e-01,6.000000000000000000e+00,8.293767496178536476e+02,1.700881217093990743e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,3.000000000000000444e-01,7.000000000000000000e+00,8.293767496178536476e+02,1.985631292181739584e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,3.000000000000000444e-01,8.000000000000000000e+00,8.293767496178536476e+02,2.184619522652667016e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,3.000000000000000444e-01,9.000000000000000000e+00,8.293767496178536476e+02,2.305003955897752196e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,3.000000000000000444e-01,1.000000000000000000e+01,8.293767496178536476e+02,2.356378227684945613e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.200000000000000178e+00,3.000000000000000444e-01,1.100000000000000000e+01,8.293767496178536476e+02,2.351477316833353415e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,1.000000000000000056e-01,5.000000000000000000e+00,9.077258016474841043e+02,9.928163736498041078e+06
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,1.000000000000000056e-01,6.000000000000000000e+00,9.077258016474841043e+02,1.375894161137179844e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,1.000000000000000056e-01,7.000000000000000000e+00,9.077258016474841043e+02,1.693861332954854518e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,1.000000000000000056e-01,8.000000000000000000e+00,9.077258016474841043e+02,1.944207306485735625e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,1.000000000000000056e-01,9.000000000000000000e+00,9.077258016474841043e+02,2.131149552370282263e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,1.000000000000000056e-01,1.000000000000000000e+01,9.077258016474841043e+02,2.258994502267803997e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,1.000000000000000056e-01,1.100000000000000000e+01,9.077258016474841043e+02,2.332904573432116583e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,2.000000000000000111e-01,5.000000000000000000e+00,9.077258016474841043e+02,1.156828216400651261e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,2.000000000000000111e-01,6.000000000000000000e+00,9.077258016474841043e+02,1.541032611987950653e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,2.000000000000000111e-01,7.000000000000000000e+00,9.077258016474841043e+02,1.845636968667626753e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,2.000000000000000111e-01,8.000000000000000000e+00,9.077258016474841043e+02,2.073780825324119255e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,2.000000000000000111e-01,9.000000000000000000e+00,9.077258016474841043e+02,2.230992251168169081e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,2.000000000000000111e-01,1.000000000000000000e+01,9.077258016474841043e+02,2.323313245129909366e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,2.000000000000000111e-01,1.100000000000000000e+01,9.077258016474841043e+02,2.359087036281579360e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,3.000000000000000444e-01,5.000000000000000000e+00,9.077258016474841043e+02,1.323748878747412562e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,3.000000000000000444e-01,6.000000000000000000e+00,9.077258016474841043e+02,1.700881217093990743e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,3.000000000000000444e-01,7.000000000000000000e+00,9.077258016474841043e+02,1.985631292181739584e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,3.000000000000000444e-01,8.000000000000000000e+00,9.077258016474841043e+02,2.184619522652667016e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,3.000000000000000444e-01,9.000000000000000000e+00,9.077258016474841043e+02,2.305003955897752196e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,3.000000000000000444e-01,1.000000000000000000e+01,9.077258016474841043e+02,2.356378227684945613e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.300000000000000266e+00,3.000000000000000444e-01,1.100000000000000000e+01,9.077258016474841043e+02,2.351477316833353415e+07
4.000000000000000000e+03,1.600000000000000000e+02,2.400000000000000355e+00,1.000000000000000056e-01,5.000000000000000000e+00,1.026839897598983725e+03,9.928163736498041078e+06
